SMILES,as_denorm_mean,aw_denorm_mean,bp_denorm_mean,ccs_denorm_mean,cmc_denorm_mean,cpg_denorm_mean,cpl_denorm_mean,cps_denorm_mean,ct_denorm_mean,dk_denorm_mean,dm_denorm_mean,ds_denorm_mean,hc_denorm_mean,hf_denorm_mean,hm_denorm_mean,hv_denorm_mean,ip_denorm_mean,ld_denorm_mean,lf_denorm_mean,lm_denorm_mean,lp_denorm_mean,mec_denorm_mean,mp_denorm_mean,mvl_denorm_mean,mvs_denorm_mean,pka_denorm_mean,pol_denorm_mean,sle_denorm_mean,vp_denorm_mean,ws_denorm_mean
OCCCCCCc1ccccc1,0.9013375361981392,324.5464872916114,274.7539863368809,149.16119689651254,0.0048720607276136,51.70207188751906,78.0570724613908,63.76608686298847,732.2740310464383,6.657843047239998,0.5608090498561381,0.9501928340246676,39.09762003882837,-5.473765321391821,-6.232749912176609,55.3185663111496,9.176265725761056,2.2700343505543845,130.70876406300067,0.1664534244096278,3.3110860293265585,5860925.093617997,8.0277930862689,181.9822704523289,174.9495596536145,8.416910941784263,16.02867423833845,81.55240631186938,1.6406538511038954e-06,0.001412368451144
OCCCCCc1ccccc1,0.9046485502543452,328.23987436000345,263.1033116984743,145.40709030014995,0.0093761384127916,48.03733110294432,73.08415257985801,59.66656626176536,725.060659762001,7.447463340260024,0.9354028788137152,0.9581725822874309,35.518195538396114,-5.734270152009248,-6.222882575620055,54.39599705951691,9.11474041968942,1.8867199388459328,123.39012202884196,0.1206005450141427,2.817240298924625,5260161.766823615,-1.6339912819564404,167.90946094698413,161.46853024325375,8.341532313512147,15.37894023558932,74.21004552910334,4.0764564723307735e-06,0.0043477373678994
OCCCCc1ccccc1,0.8942625018062592,326.5696235150969,249.9455995364046,139.7585041584921,0.0214012871623239,42.952527911122736,66.3062665942812,53.208109885200265,717.0159456565618,8.77017519600647,1.1627285490840793,0.9687033741161823,32.023306237392966,-6.11615941844821,-6.315696557249784,54.16979533426285,9.106266858780383,1.4765908581972125,116.1767885958886,0.1440703850340841,2.288424532326192,4036294.90040514,-11.865167719537013,151.82917944741237,146.69886632300157,9.10083252295184,14.83919330870578,65.42755198003644,1.3670369250125698e-05,0.0181952792236241
OCCCc1ccccc1,0.9048688934149745,318.94026442257046,243.98955216373145,132.22385684848308,0.0437632879762461,38.69278568354041,60.05300811372221,46.55315334660769,718.8034084097385,11.56505180850644,1.4477988098078909,0.9891940011343956,28.4345412942736,-6.757052798138857,-6.356347595409273,54.94832504378319,9.081547964576483,1.2012151314190032,113.84943097584964,0.2097103409528731,1.7751580064799637,2854729.820822183,-9.323978002781873,135.6949808112934,132.78008172191835,10.316259115198136,14.368901914695323,54.67398356223518,2.376161474344656e-05,0.0569962157362562
OCCNCCO,0.8561051434221268,286.5804060631847,260.3840660436851,118.4846175230241,0.2344740918603942,41.1971820739609,65.22453483032585,36.76608827373147,705.6399638097524,20.615626613899355,2.396176745241739,1.0821706465573533,15.327405085587396,-12.01427262312317,-6.01133734680444,62.857583696527485,8.956662191782595,-1.988638869636059,148.26883730813026,1.8508075563704964,-1.1281799710080629,1854129.0238266296,10.435808014149671,96.87621922851945,102.9901472643988,9.013505724769413,9.977734548371012,87.75427017887466,7.93678802923888e-07,5.557122935961755
OCCO,1.0078476916911605,304.8847963913202,192.31045737922776,118.77767494481564,0.4520274672091133,20.00604642988324,37.49841789592863,19.02840070726752,650.6770862127096,38.346949952245,2.321222468442049,1.1337692092297076,6.6899983822256175,-9.192334227971552,-6.941060994941712,52.16620073038578,10.233473512617053,-0.7815593748623133,99.66751983811378,0.7538566441333292,-1.2166869203543669,2788948.546708424,12.961078111963277,61.6178503366622,61.57461245842829,13.885353929378272,5.630127595779458,40.53292085045861,0.0001545465061688,1.395282527892561
OCCOc1ccccc1,0.9639567683877944,308.5619459313559,247.1649220660752,125.55706077605012,0.0551185444616268,34.43139992781043,53.32440496126444,37.1255345750463,725.7935360700845,12.301358551500076,0.8917486466742148,1.0885758034633248,24.472390566270807,-7.8927258197998995,-6.008115707417726,57.55015713540077,8.785880702117087,1.1367023542746904,121.60170187155722,0.1790403935766218,1.2313716194206474,4294512.103308019,18.468504797385336,113.48272330630564,115.62302524764284,13.367972921032193,12.675059884042875,52.88112224652848,1.4470288854810736e-05,0.1328341342290825
OCCc1ccccc1,0.8991386360707284,328.33515769588826,220.7380318017873,130.62146947291376,0.0742437484201005,34.27926601341128,54.41181636375368,42.853192003575565,697.0576340771913,12.09624121443859,1.6047708600174229,1.006175733523026,25.00555076207916,-6.586675553696155,-6.447379505076885,51.91675459715843,9.159840407127144,0.9525170959967376,98.14509762694358,0.1347798109048603,1.298495640173435,3327758.199577231,-15.171507132370465,122.90481002187376,118.95239427576878,10.398707160763024,13.033963851646885,50.89531286506119,0.000109494132316,0.1696282249656059
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1.5346505714120866,274.6726966793751,367.5139985062647,133.14468663514856,0.0999182408338937,50.220481662314384,85.87383457815774,42.843558799449205,787.3205312935352,30.72827049401884,2.304921302411317,1.352950045141101,17.101423494140686,-17.030473802412033,-6.3321875980597735,81.66484757184983,9.668509744321703,-2.8549537999725345,219.29289517258644,1.1874673799371718,-1.917882571388722,989854.0320191282,195.1779239836061,105.51166980490012,119.74411222581377,8.679939577536166,8.529632979213023,67.63470172145215,1.9341213512490437e-11,4.424578980614154
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,1.881068577951432,336.28354502100825,348.7450027339328,167.60988726100447,0.0527621954454093,52.16627885283575,95.0957101800097,60.21223075417281,726.1429408149004,20.86602534810447,4.1673817854204485,1.313742600453019,30.82351381900982,-14.09507338442707,-6.631501162476301,68.91348681972504,10.39942063056618,-2.387112298237086,179.28739280311106,1.0400759352171418,-1.8639310507938869,3762402.376481111,183.36032410154405,140.73969821108886,162.36443958815468,6.283037570400641,8.248244262352257,77.08499716264679,5.971784568438192e-10,4.540738309749868
OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1.927711980194092,381.4211662497687,339.7129126729632,191.72852600193232,0.029115125926225,59.90077486672513,104.8661828461516,74.00802102193117,697.2278816688538,11.161486278990443,3.079114050010672,1.2394617264537215,40.756910444361736,-12.204903594957353,-6.325326795733451,64.34844313215257,10.18970006614074,-2.0283864263868336,165.579140531435,0.9182115647184848,-1.157751086853028,7409617.34450411,117.75901611604348,157.55937634116154,185.71504131026907,6.572981685507439,8.83014999101996,98.50777018472311,4.5848325153869935e-09,1.1778286448349988
OCc1ccc(O)cc1,1.0506757113585772,328.7248907060134,254.1910983268255,125.37793067663672,0.0464305791073605,37.871544047614336,60.63207486252249,39.00071639664292,730.9520280057192,13.926593347606127,1.9192491226167407,1.170855794170916,20.04872767694577,-10.220932325731278,-5.549413989079683,60.08934429922104,8.577177672053576,-0.336544666633606,128.65434174236535,-0.0489946106046439,0.3233940875961778,7972078.618235817,113.03848411549396,107.73200574189823,109.87039693717306,9.73092337715733,9.893629609710803,59.28083721789463,1.4484257721855846e-06,0.8467729320007965
OCc1ccccc1,0.8958872999730111,337.0191640570212,204.71612465566577,125.5526895631242,0.1367781743816791,28.431757585710287,45.80002454061747,35.14005748110294,688.7995590408683,15.651043163019938,1.586441727268133,1.0408604922922775,21.24785302549689,-6.439516125280142,-6.475770119081616,50.75939169721603,9.181995939785242,1.0215504338395598,86.20924212421059,0.1368196325129269,1.0569684544657467,2937878.067867787,-5.101060777289874,106.23133630187816,103.00721663524072,13.014055988417148,11.921057826323926,36.07960186993329,0.00059404049782,0.2737697164093868
