smiles_std,cos2_mollogp_proxy,neoplastic_80_rule_proxy,x3v_chi3v_proxy
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,0.422707054510239,1,9.579905674743951
CCCC(C)=O,0.6274517126208667,0,0.6020620726159657
CCCCC(=O)O,0.6401684461168418,0,0.7441955573808657
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.3692903441072478,0,9.748209770766344
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.3692903441072478,0,9.748209770766344
CCCCC(C)=O,0.5834355663182442,0,0.8823921585058763
CCCCC(CC)CO,0.5342051454673933,0,1.8014749852258547
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.10516650708250336,0,5.353703916342759
CCCCC/C=C/C=C/C(=O)NCC(C)C,0.39007938780215,1,2.1536790563776833
CCCCC1(CC)C(=O)NC(=O)NC1=O,0.6754612822330136,1,2.8840749148158054
CCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)n1,0.8297225543004484,1,3.8961764350056614
CCCCCC(=O)O,0.5964185399767045,0,0.9941955573808657
CCCCCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,0.3388142371537182,0,9.832612587629068
CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.3388142371537182,0,9.85836492053747
CCCCCC(C)=O,0.5387426617710743,0,1.1323921585058763
CCCCCC(C)O,0.5626579383374432,0,1.2254521152935984
CCCCCCC(=O)O,0.5518865687684453,0,1.2441955573808654
CCCCCCCC(=O)O,0.5069337379107008,0,1.4941955573808654
CCCCCCCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,0.25660182441618173,0,10.332612587629066
CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.25660182441618173,0,10.358364920537468
CCCCCCCC/C=C\CCCCCCCC(=O)O,0.12924311144744213,0,3.652443847844729
CCCCCCCCC(N)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C,0.5985704206441008,0,7.292095589507788
CCCCCCCCC=CCCCCCCCC(=O)O,0.12924311144744213,0,3.652443847844729
CCCCCCCCCCC(N)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C,0.5091274485288005,0,7.792095589507787
CCCCCCCCCCCCOCC1CO1,0.29479719018694284,1,3.348341094389762
CCCCCCCCN1CCCC1=O,0.4449442095055211,1,2.9529641297880804
CCCCCCCCN1CCCCCC1=O,0.3567747296404377,1,3.4529641297880804
CCCCCCCCOC(=O)c1ccc(O)cc1,0.33917500259564154,1,2.8340543509428144
CCCCCCCC[C@@H](N)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C,0.5985704206441008,0,7.292095589507788
CCCCCCCC[C@H](N)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C,0.5985704206441008,0,7.292095589507788
CCCCCCN1CCCC1=O,0.5348963299167013,0,2.45296412978808
CCCCCCOC(=O)c1cccnc1,0.46225857560767336,1,2.128286576814503
CCCCCC[C@@H](N)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C,0.6848218006142727,0,6.792095589507788
CCCCCC[C@H](N)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C,0.6848218006142727,0,6.792095589507788
CCCCCOC(C)=O,0.5863828839278897,0,1.0532161629029313
CCCCO,0.6926596576619644,0,0.5116672736016926
CCCCOC(=O)c1ccc(N)cc1,0.5306791113769138,1,1.8774332421727036
CCCCOC(=O)c1ccc(O)cc1,0.5164460048211535,1,1.834054350942814
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0.37335198205444553,1,2.8289865989409635
CCCCOC(=O)c1cccnc1,0.5522196221042006,0,1.628286576814503
CCCCOC(C)O,0.6533921162108852,0,0.8569443540050977
CCCCOCC(C)O,0.6487138311679025,0,1.0012819213025042
CCCCOCCO,0.6908894006056636,0,0.8778531854030206
CCCCOCCOCCO,0.6891163379757665,0,1.249861653331167
CCCCOCCOCCOC(C)=O,0.6266364215361272,1,1.5472330987592238
CCCCOP(=O)(O)OCCCC,0.4736090469935276,0,2.5223701668339777
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.4916110281607012,0,8.611601938242666
CCCCc1ccc(O)cc1,0.471925638019662,0,1.7553455255066428
CCCOC(=O)c1ccc(N)cc1,0.5754552059636725,0,1.5836664295139553
CCCOC(=O)c1ccc(O)cc1,0.5613402426550893,1,1.5402875382840657
CCCOC(C)O,0.6955860689396052,0,0.5631775413463491
CCCOCCO,0.7316930441577201,0,0.584086372744272
CCCOc1ccc(O)cc1,0.5358293223912002,0,1.309573692628922
CCC[N+](=O)[O-],0.7038642099198597,0,0.4061809835850343
CCCc1ccccc1,0.48296497113446807,0,1.381499796672302
CCN,0.7754734313097329,0,0.0
CCN(C)C,0.7148951545939103,0,0.6324555320336758
CCN(CC)C(=O)N1CCN(C)CC1,0.7014890868643906,1,2.807758889022188
CCN(CC)C(=O)c1cccc(C)c1,0.5016776059773217,1,2.31567846154266
CCN(CC)CC,0.6305085957038886,0,1.3416407864998734
CCN(CC)CC(=O)Nc1c(C)cccc1C,0.4893550878000486,1,3.007185260971884
CCN/C(CC)=N/N=C(\CC)NCC,0.5866444669667332,1,1.722869786449114
CCNCC,0.7098878482476483,0,0.4999999999999999
CCNc1nc(Cl)nc(NC(C)C)n1,0.5821259485084703,1,1.529818231941984
CCNc1nc(Cl)nc(NCC)n1,0.625988399306293,1,1.446934230778646
CCO,0.7722272306986148,0,0.0
CCOC(=O)/C=C\C(=O)OCC,0.7043174977679874,0,0.9286917917684798
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0.5321312033623732,1,3.8331455992257246
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.542644215077228,1,7.778141095164589
CCOC(=O)c1ccc(N)cc1,0.6196192721915036,0,1.4218177789634643
CCOC(=O)c1ccc(O)cc1,0.6057369406894985,0,1.378438887733575
CCOC(=O)c1ccccc1C(=O)OCC,0.552047356052468,1,1.9177556725224845
CCOC(=O)c1cccnc1,0.6404898597897245,0,1.1726711136052637
CCOC=O,0.7544930505667504,0,0.2347080484106439
CCOCC,0.6641880652079244,0,0.408248290463863
CCOCCC(=O)OCC,0.6714432734474994,0,0.9599731353894865
CCOCCO,0.7706173910889572,0,0.4397488054468656
CCOCCOC(C)=O,0.7130060989983542,0,0.7371202508749224
CCOCCOCCO,0.7690035741133235,0,0.8117572733750118
