smiles_std,cos2_mollogp_proxy,neoplastic_80_rule_proxy,x3v_chi3v_proxy
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.5580154575460492,1,3.172955626390908
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0.5192848337441671,1,2.937401336201327
N[C@@H](CO)C(=O)O,0.9058629465056623,0,0.5138937555013049
