run_id,model_id,split_method,fold_index,seed,n_train,n_test,feature_family,descriptor_backend,feature_dim,rmse,mae,r2,pearson_r,spearman_r
finalcheck_2607312337,fpadmet_rf,target_stratified_10fold,8,42,469,52,fpadmet_pubchem,skfp_pubchem_local,881,0.711721232195743,0.5036711980047713,0.6164999922325425,0.7884957903283085,0.7683770169896695
finalcheck_2607312337,fpadmet_rf,target_stratified_10fold,9,42,469,52,fpadmet_pubchem,skfp_pubchem_local,881,0.8494493766690199,0.6127836790293044,0.4690715859210749,0.6857599064800379,0.6828029285882256
finalcheck_2607312337,fpadmet_rf,target_stratified_10fold,10,42,469,52,fpadmet_pubchem,skfp_pubchem_local,881,0.76921404774573,0.5666663868284505,0.5347827241352254,0.7372939277663172,0.7216767694015196
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,1,42,468,53,gate_predicted_properties,gate_predicted_property_table,30,0.7227139001183792,0.5131952668863032,0.6430566751984688,0.801989238443149,0.8083219121515198
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,2,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.763052624662218,0.5078920024226644,0.5540395596422087,0.7643953897708846,0.7620592504055322
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,3,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.6522657844171224,0.47888642463680486,0.6377660138299857,0.7986706068518747,0.8078548566592714
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,4,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.8330873631240523,0.5762337084075763,0.5162415739909136,0.7188226141391996,0.695381200375651
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,5,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.5932638421221186,0.4394988014424711,0.7028695507326029,0.8392578936467101,0.8511237755668672
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,6,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.8603735362200338,0.6134372558521878,0.480543280721471,0.6971545780708339,0.7721926961695789
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,7,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.5911468518561226,0.4398024884109003,0.7161533255011416,0.8469241702665079,0.8902691513415096
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,8,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.7266413984489957,0.5294029687025056,0.6002524532761848,0.7903741603073154,0.7885255698796209
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,9,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.6861866103049596,0.5209180387154865,0.6535461091163173,0.8119633992684676,0.7950310560817202
finalcheck_2607312337,gate_lgbm,target_stratified_10fold,10,42,469,52,gate_predicted_properties,gate_predicted_property_table,30,0.7308503264199052,0.5625793012308483,0.5800299590694677,0.7671621959302161,0.7473747118586187
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,1,42,468,53,waters_functional_groups,rdkit_smarts,10,0.9359625729301974,0.7178273592262407,0.4013356259142923,0.6605361924681993,0.6925450296543322
